"Estado","Total","a�o","sexo","Instituci�n","numerocasos"
"México",4629,"2009","F","PEMEX","S/R"
"Michoacán",16910,"2009","F","PEMEX","S/R"
"Morelos",16394,"2009","F","PEMEX","S/R"
"Nayarit",6995,"2009","F","PEMEX","S/R"
"Nuevo León",171,"2009","F","PEMEX","0"
"Oaxaca",3318,"2009","F","PEMEX","0"
"Puebla",8289,"2009","F","PEMEX","0"
"Querétaro",2096,"2009","F","PEMEX","S/R"
"Quintana Roo",108,"2009","F","PEMEX","S/R"
"San Luis Potosí",170,"2009","F","PEMEX","0"
"Sinaloa",4956,"2009","F","PEMEX","0"
"Sonora",2647,"2009","F","PEMEX","S/R"
"Tabasco",24,"2009","F","PEMEX","0"
"Tamaulipas",190,"2009","F","PEMEX","0"
"Tlaxcala",35,"2009","F","PEMEX","S/R"
"Veracruz",162,"2009","F","PEMEX","1"
"Yucatán",27,"2009","F","PEMEX","S/R"
"Zacatecas",1916,"2009","F","PEMEX","S/R"
"Aguascalientes",973,"2009","F","SEDENA","0"
"Baja California",108,"2009","F","SEDENA","0"
"Baja California Sur",47,"2009","F","SEDENA","0"
"Campeche",55,"2009","F","SEDENA","0"
"Coahuila",119,"2009","F","SEDENA","1"
"Colima",4685,"2009","F","SEDENA","0"
"Chiapas",240,"2009","F","SEDENA","0"
"Chihuahua",219,"2009","F","SEDENA","0"
"Distrito Federal",246,"2009","F","SEDENA","3"
"Durango",3106,"2009","F","SEDENA","0"
"Guanajuato",14169,"2009","F","SEDENA","32"
"Guerrero",23845,"2009","F","SEDENA","17"
"Hidalgo",116,"2009","F","SEDENA","0"
"Jalisco",27475,"2009","F","SEDENA","6"
"México",4629,"2009","F","SEDENA","1"
"Michoacán",16910,"2009","F","SEDENA","31"
"Morelos",16394,"2009","F","SEDENA","75"
"Nayarit",6995,"2009","F","SEDENA","4"
"Nuevo León",171,"2009","F","SEDENA","0"
"Oaxaca",3318,"2009","F","SEDENA","3"
"Puebla",8289,"2009","F","SEDENA","1"
"Querétaro",2096,"2009","F","SEDENA","1"
"Quintana Roo",108,"2009","F","SEDENA","0"
"San Luis Potosí",170,"2009","F","SEDENA","1"
"Sinaloa",4956,"2009","F","SEDENA","2"
"Sonora",2647,"2009","F","SEDENA","1"
"Tabasco",24,"2009","F","SEDENA","0"
"Tamaulipas",190,"2009","F","SEDENA","0"
"Tlaxcala",35,"2009","F","SEDENA","0"
"Veracruz",162,"2009","F","SEDENA","0"
"Yucatán",27,"2009","F","SEDENA","0"
"Zacatecas",1916,"2009","F","SEDENA","0"
"Aguascalientes",973,"2009","F","SEMAR","S/R"
"Baja California",108,"2009","F","SEMAR","0"
"Baja California Sur",47,"2009","F","SEMAR","0"
"Campeche",55,"2009","F","SEMAR","0"
"Coahuila",119,"2009","F","SEMAR","S/R"
"Colima",4685,"2009","F","SEMAR","18"
"Chiapas",240,"2009","F","SEMAR","0"
"Chihuahua",219,"2009","F","SEMAR","S/R"
"Distrito Federal",246,"2009","F","SEMAR","0"
"Durango",3106,"2009","F","SEMAR","S/R"
"Guanajuato",14169,"2009","F","SEMAR","S/R"
"Guerrero",23845,"2009","F","SEMAR","25"
"Hidalgo",116,"2009","F","SEMAR","S/R"
"Jalisco",27475,"2009","F","SEMAR","5"
"México",4629,"2009","F","SEMAR","S/R"
"Michoacán",16910,"2009","F","SEMAR","11"
"Morelos",16394,"2009","F","SEMAR","S/R"
"Nayarit",6995,"2009","F","SEMAR","0"
"Nuevo León",171,"2009","F","SEMAR","S/R"
"Oaxaca",3318,"2009","F","SEMAR","14"
"Puebla",8289,"2009","F","SEMAR","S/R"
"Querétaro",2096,"2009","F","SEMAR","S/R"
"Quintana Roo",108,"2009","F","SEMAR","1"
"San Luis Potosí",170,"2009","F","SEMAR","S/R"
"Sinaloa",4956,"2009","F","SEMAR","6"
"Sonora",2647,"2009","F","SEMAR","2"
"Tabasco",24,"2009","F","SEMAR","0"
"Tamaulipas",190,"2009","F","SEMAR","0"
"Tlaxcala",35,"2009","F","SEMAR","S/R"
"Veracruz",162,"2009","F","SEMAR","4"
"Yucatán",27,"2009","F","SEMAR","0"
"Zacatecas",1916,"2009","F","SEMAR","S/R"
"Aguascalientes",973,"2009","F","Otras","5"
"Baja California",108,"2009","F","Otras","19"
"Baja California Sur",47,"2009","F","Otras","S/R"
"Campeche",55,"2009","F","Otras","1"
"Coahuila",119,"2009","F","Otras","4"
"Colima",4685,"2009","F","Otras","39"
"Chiapas",240,"2009","F","Otras","0"
"Chihuahua",219,"2009","F","Otras","12"
"Distrito Federal",246,"2009","F","Otras","5"
"Durango",3106,"2009","F","Otras","1"
"Guanajuato",14169,"2009","F","Otras","2711"
"Guerrero",23845,"2009","F","Otras","S/R"
"Hidalgo",116,"2009","F","Otras","1"
"Jalisco",27475,"2009","F","Otras","2200"
"México",4629,"2009","F","Otras","143"
"Michoacán",16910,"2009","F","Otras","S/R"
"Morelos",16394,"2009","F","Otras","S/R"
"Nayarit",6995,"2009","F","Otras","15"
"Nuevo León",171,"2009","F","Otras","19"
"Oaxaca",3318,"2009","F","Otras","6"
"Puebla",8289,"2009","F","Otras","22"
"Querétaro",2096,"2009","F","Otras","39"
"Quintana Roo",108,"2009","F","Otras","S/R"
"San Luis Potosí",170,"2009","F","Otras","8"
"Sinaloa",4956,"2009","F","Otras","404"
"Sonora",2647,"2009","F","Otras","116"
"Tabasco",24,"2009","F","Otras","1"
"Tamaulipas",190,"2009","F","Otras","5"
"Tlaxcala",35,"2009","F","Otras","0"
"Veracruz",162,"2009","F","Otras","S/R"
"Yucatán",27,"2009","F","Otras","0"
"Zacatecas",1916,"2009","F","Otras","0"
"Aguascalientes",1053,"2010","F","Salud","1008"
"Baja California",54,"2010","F","Salud","22"
"Baja California Sur",51,"2010","F","Salud","31"
"Campeche",56,"2010","F","Salud","25"
"Coahuila",157,"2010","F","Salud","45"
"Colima",4780,"2010","F","Salud","3356"
"Chiapas",182,"2010","F","Salud","66"
"Chihuahua",213,"2010","F","Salud","83"
"Distrito Federal",308,"2010","F","Salud","232"
"Durango",3517,"2010","F","Salud","2887"
"Guanajuato",16023,"2010","F","Salud","12548"
"Guerrero",24296,"2010","F","Salud","20443"
"Hidalgo",102,"2010","F","Salud","84"
"Jalisco",25667,"2010","F","Salud","17825"
"México",4315,"2010","F","Salud","4050"
"Michoacán",16111,"2010","F","Salud","8494"
"Morelos",15722,"2010","F","Salud","12674"
"Nayarit",6156,"2010","F","Salud","3943"
"Nuevo León",116,"2010","F","Salud","27"
"Oaxaca",3122,"2010","F","Salud","1751"
"Puebla",8517,"2010","F","Salud","5687"
"Querétaro",2643,"2010","F","Salud","819"
"Quintana Roo",117,"2010","F","Salud","31"
"San Luis Potosí",149,"2010","F","Salud","79"
"Sinaloa",4827,"2010","F","Salud","1940"
"Sonora",2528,"2010","F","Salud","1631"
"Tabasco",37,"2010","F","Salud","13"
"Tamaulipas",169,"2010","F","Salud","104"
"Tlaxcala",35,"2010","F","Salud","28"
"Veracruz",135,"2010","F","Salud","60"
"Yucatán",41,"2010","F","Salud","6"
"Zacatecas",1948,"2010","F","Salud","1394"
"Aguascalientes",1053,"2010","F","IMSS-Ord","42"
"Baja California",54,"2010","F","IMSS-Ord","28"
"Baja California Sur",51,"2010","F","IMSS-Ord","20"
"Campeche",56,"2010","F","IMSS-Ord","20"
"Coahuila",157,"2010","F","IMSS-Ord","98"
"Colima",4780,"2010","F","IMSS-Ord","1326"
"Chiapas",182,"2010","F","IMSS-Ord","59"
"Chihuahua",213,"2010","F","IMSS-Ord","55"
"Distrito Federal",308,"2010","F","IMSS-Ord","10"
"Durango",3517,"2010","F","IMSS-Ord","72"
"Guanajuato",16023,"2010","F","IMSS-Ord","358"
"Guerrero",24296,"2010","F","IMSS-Ord","3063"
"Hidalgo",102,"2010","F","IMSS-Ord","0"
"Jalisco",25667,"2010","F","IMSS-Ord","5215"
"México",4315,"2010","F","IMSS-Ord","71"
"Michoacán",16111,"2010","F","IMSS-Ord","3079"
"Morelos",15722,"2010","F","IMSS-Ord","2523"
"Nayarit",6156,"2010","F","IMSS-Ord","627"
"Nuevo León",116,"2010","F","IMSS-Ord","84"
"Oaxaca",3122,"2010","F","IMSS-Ord","117"
"Puebla",8517,"2010","F","IMSS-Ord","598"
"Querétaro",2643,"2010","F","IMSS-Ord","1677"
"Quintana Roo",117,"2010","F","IMSS-Ord","74"
"San Luis Potosí",149,"2010","F","IMSS-Ord","29"
"Sinaloa",4827,"2010","F","IMSS-Ord","1171"
"Sonora",2528,"2010","F","IMSS-Ord","664"
"Tabasco",37,"2010","F","IMSS-Ord","22"
"Tamaulipas",169,"2010","F","IMSS-Ord","47"
"Tlaxcala",35,"2010","F","IMSS-Ord","7"
"Veracruz",135,"2010","F","IMSS-Ord","53"
"Yucatán",41,"2010","F","IMSS-Ord","2"
"Zacatecas",1948,"2010","F","IMSS-Ord","57"
"Aguascalientes",1053,"2010","F","ISSSTE","0"
"Baja California",54,"2010","F","ISSSTE","1"
"Baja California Sur",51,"2010","F","ISSSTE","0"
"Campeche",56,"2010","F","ISSSTE","5"
"Coahuila",157,"2010","F","ISSSTE","4"
"Colima",4780,"2010","F","ISSSTE","34"
"Chiapas",182,"2010","F","ISSSTE","31"
"Chihuahua",213,"2010","F","ISSSTE","5"
"Distrito Federal",308,"2010","F","ISSSTE","48"
"Durango",3517,"2010","F","ISSSTE","4"
"Guanajuato",16023,"2010","F","ISSSTE","173"
"Guerrero",24296,"2010","F","ISSSTE","728"
"Hidalgo",102,"2010","F","ISSSTE","0"
"Jalisco",25667,"2010","F","ISSSTE","75"
"México",4315,"2010","F","ISSSTE","9"
"Michoacán",16111,"2010","F","ISSSTE","492"
"Morelos",15722,"2010","F","ISSSTE","450"
"Nayarit",6156,"2010","F","ISSSTE","90"
"Nuevo León",116,"2010","F","ISSSTE","1"
"Oaxaca",3122,"2010","F","ISSSTE","118"
"Puebla",8517,"2010","F","ISSSTE","36"
"Querétaro",2643,"2010","F","ISSSTE","96"
"Quintana Roo",117,"2010","F","ISSSTE","12"
"San Luis Potosí",149,"2010","F","ISSSTE","2"
"Sinaloa",4827,"2010","F","ISSSTE","119"
"Sonora",2528,"2010","F","ISSSTE","74"
"Tabasco",37,"2010","F","ISSSTE","1"
"Tamaulipas",169,"2010","F","ISSSTE","0"
"Tlaxcala",35,"2010","F","ISSSTE","0"
"Veracruz",135,"2010","F","ISSSTE","0"
"Yucatán",41,"2010","F","ISSSTE","2"
"Zacatecas",1948,"2010","F","ISSSTE","2"
"Aguascalientes",1053,"2010","F","IMSS-Op","S/R"
"Baja California",54,"2010","F","IMSS-Op","0"
"Baja California Sur",51,"2010","F","IMSS-Op","S/R"
"Campeche",56,"2010","F","IMSS-Op","4"
"Coahuila",157,"2010","F","IMSS-Op","7"
"Colima",4780,"2010","F","IMSS-Op","S/R"
"Chiapas",182,"2010","F","IMSS-Op","18"
"Chihuahua",213,"2010","F","IMSS-Op","59"
"Distrito Federal",308,"2010","F","IMSS-Op","0"
"Durango",3517,"2010","F","IMSS-Op","543"
"Guanajuato",16023,"2010","F","IMSS-Op","0"
"Guerrero",24296,"2010","F","IMSS-Op","1"
"Hidalgo",102,"2010","F","IMSS-Op","16"
"Jalisco",25667,"2010","F","IMSS-Op","0"
"México",4315,"2010","F","IMSS-Op","0"
"Michoacán",16111,"2010","F","IMSS-Op","3985"
"Morelos",15722,"2010","F","IMSS-Op","0"
"Nayarit",6156,"2010","F","IMSS-Op","1472"
"Nuevo León",116,"2010","F","IMSS-Op","0"
"Oaxaca",3122,"2010","F","IMSS-Op","1126"
"Puebla",8517,"2010","F","IMSS-Op","2170"
"Querétaro",2643,"2010","F","IMSS-Op","0"
"Quintana Roo",117,"2010","F","IMSS-Op","S/R"
"San Luis Potosí",149,"2010","F","IMSS-Op","35"
"Sinaloa",4827,"2010","F","IMSS-Op","1220"
"Sonora",2528,"2010","F","IMSS-Op","0"
"Tabasco",37,"2010","F","IMSS-Op","S/R"
"Tamaulipas",169,"2010","F","IMSS-Op","17"
"Tlaxcala",35,"2010","F","IMSS-Op","0"
"Veracruz",135,"2010","F","IMSS-Op","17"
"Yucatán",41,"2010","F","IMSS-Op","29"
"Zacatecas",1948,"2010","F","IMSS-Op","492"
"Aguascalientes",1053,"2010","F","DIF","0"
"Baja California",54,"2010","F","DIF","S/R"
"Baja California Sur",51,"2010","F","DIF","S/R"
"Campeche",56,"2010","F","DIF","0"
"Coahuila",157,"2010","F","DIF","0"
"Colima",4780,"2010","F","DIF","0"
"Chiapas",182,"2010","F","DIF","S/R"
"Chihuahua",213,"2010","F","DIF","S/R"
"Distrito Federal",308,"2010","F","DIF","0"
"Durango",3517,"2010","F","DIF","0"
"Guanajuato",16023,"2010","F","DIF","S/R"
"Guerrero",24296,"2010","F","DIF","S/R"
"Hidalgo",102,"2010","F","DIF","0"
"Jalisco",25667,"2010","F","DIF","0"
"México",4315,"2010","F","DIF","16"
"Michoacán",16111,"2010","F","DIF","S/R"
"Morelos",15722,"2010","F","DIF","S/R"
"Nayarit",6156,"2010","F","DIF","23"
"Nuevo León",116,"2010","F","DIF","S/R"
"Oaxaca",3122,"2010","F","DIF","1"
"Puebla",8517,"2010","F","DIF","0"
"Querétaro",2643,"2010","F","DIF","8"
"Quintana Roo",117,"2010","F","DIF","S/R"
"San Luis Potosí",149,"2010","F","DIF","S/R"
"Sinaloa",4827,"2010","F","DIF","5"
"Sonora",2528,"2010","F","DIF","S/R"
"Tabasco",37,"2010","F","DIF","S/R"
"Tamaulipas",169,"2010","F","DIF","0"
"Tlaxcala",35,"2010","F","DIF","0"
"Veracruz",135,"2010","F","DIF","0"
"Yucatán",41,"2010","F","DIF","0"
"Zacatecas",1948,"2010","F","DIF","0"
"Aguascalientes",1053,"2010","F","PEMEX","S/R"
"Baja California",54,"2010","F","PEMEX","S/R"
"Baja California Sur",51,"2010","F","PEMEX","S/R"
"Campeche",56,"2010","F","PEMEX","0"
"Coahuila",157,"2010","F","PEMEX","S/R"
"Colima",4780,"2010","F","PEMEX","S/R"
"Chiapas",182,"2010","F","PEMEX","0"
"Chihuahua",213,"2010","F","PEMEX","S/R"
"Distrito Federal",308,"2010","F","PEMEX","0"
"Durango",3517,"2010","F","PEMEX","S/R"
"Guanajuato",16023,"2010","F","PEMEX","26"
"Guerrero",24296,"2010","F","PEMEX","S/R"
"Hidalgo",102,"2010","F","PEMEX","0"
"Jalisco",25667,"2010","F","PEMEX","0"
"México",4315,"2010","F","PEMEX","S/R"
"Michoacán",16111,"2010","F","PEMEX","S/R"
"Morelos",15722,"2010","F","PEMEX","S/R"
"Nayarit",6156,"2010","F","PEMEX","S/R"
"Nuevo León",116,"2010","F","PEMEX","0"
"Oaxaca",3122,"2010","F","PEMEX","0"
"Puebla",8517,"2010","F","PEMEX","0"
"Querétaro",2643,"2010","F","PEMEX","S/R"
"Quintana Roo",117,"2010","F","PEMEX","S/R"
"San Luis Potosí",149,"2010","F","PEMEX","2"
"Sinaloa",4827,"2010","F","PEMEX","0"
"Sonora",2528,"2010","F","PEMEX","S/R"
"Tabasco",37,"2010","F","PEMEX","0"
"Tamaulipas",169,"2010","F","PEMEX","0"
"Tlaxcala",35,"2010","F","PEMEX","S/R"
"Veracruz",135,"2010","F","PEMEX","0"
"Yucatán",41,"2010","F","PEMEX","S/R"
"Zacatecas",1948,"2010","F","PEMEX","S/R"
"Aguascalientes",1053,"2010","F","SEDENA","0"
"Baja California",54,"2010","F","SEDENA","0"
"Baja California Sur",51,"2010","F","SEDENA","0"
"Campeche",56,"2010","F","SEDENA","0"
"Coahuila",157,"2010","F","SEDENA","0"
"Colima",4780,"2010","F","SEDENA","0"
"Chiapas",182,"2010","F","SEDENA","0"
"Chihuahua",213,"2010","F","SEDENA","0"
"Distrito Federal",308,"2010","F","SEDENA","7"
"Durango",3517,"2010","F","SEDENA","4"
"Guanajuato",16023,"2010","F","SEDENA","9"
"Guerrero",24296,"2010","F","SEDENA","26"
"Hidalgo",102,"2010","F","SEDENA","0"
"Jalisco",25667,"2010","F","SEDENA","7"
"México",4315,"2010","F","SEDENA","0"
"Michoacán",16111,"2010","F","SEDENA","47"
"Morelos",15722,"2010","F","SEDENA","75"
"Nayarit",6156,"2010","F","SEDENA","1"
"Nuevo León",116,"2010","F","SEDENA","0"
"Oaxaca",3122,"2010","F","SEDENA","3"
"Puebla",8517,"2010","F","SEDENA","0"
"Querétaro",2643,"2010","F","SEDENA","0"
"Quintana Roo",117,"2010","F","SEDENA","0"
"San Luis Potosí",149,"2010","F","SEDENA","0"
"Sinaloa",4827,"2010","F","SEDENA","0"
"Sonora",2528,"2010","F","SEDENA","1"
"Tabasco",37,"2010","F","SEDENA","0"
"Tamaulipas",169,"2010","F","SEDENA","0"
"Tlaxcala",35,"2010","F","SEDENA","0"
"Veracruz",135,"2010","F","SEDENA","0"
"Yucatán",41,"2010","F","SEDENA","0"
"Zacatecas",1948,"2010","F","SEDENA","0"
"Aguascalientes",1053,"2010","F","SEMAR","S/R"
"Baja California",54,"2010","F","SEMAR","0"
"Baja California Sur",51,"2010","F","SEMAR","0"
"Campeche",56,"2010","F","SEMAR","0"
"Coahuila",157,"2010","F","SEMAR","S/R"
"Colima",4780,"2010","F","SEMAR","33"
"Chiapas",182,"2010","F","SEMAR","1"
"Chihuahua",213,"2010","F","SEMAR","S/R"
"Distrito Federal",308,"2010","F","SEMAR","1"
"Durango",3517,"2010","F","SEMAR","S/R"
"Guanajuato",16023,"2010","F","SEMAR","S/R"
"Guerrero",24296,"2010","F","SEMAR","31"
"Hidalgo",102,"2010","F","SEMAR","S/R"
"Jalisco",25667,"2010","F","SEMAR","5"
"México",4315,"2010","F","SEMAR","S/R"
"Michoacán",16111,"2010","F","SEMAR","14"
"Morelos",15722,"2010","F","SEMAR","S/R"
"Nayarit",6156,"2010","F","SEMAR","0"
"Nuevo León",116,"2010","F","SEMAR","S/R"
"Oaxaca",3122,"2010","F","SEMAR","4"
"Puebla",8517,"2010","F","SEMAR","S/R"
"Querétaro",2643,"2010","F","SEMAR","S/R"
"Quintana Roo",117,"2010","F","SEMAR","0"
"San Luis Potosí",149,"2010","F","SEMAR","S/R"
"Sinaloa",4827,"2010","F","SEMAR","9"
"Sonora",2528,"2010","F","SEMAR","5"
"Tabasco",37,"2010","F","SEMAR","0"
"Tamaulipas",169,"2010","F","SEMAR","0"
"Tlaxcala",35,"2010","F","SEMAR","S/R"
"Veracruz",135,"2010","F","SEMAR","5"
"Yucatán",41,"2010","F","SEMAR","0"
"Zacatecas",1948,"2010","F","SEMAR","S/R"
"Aguascalientes",1053,"2010","F","Otras","3"
"Baja California",54,"2010","F","Otras","3"
"Baja California Sur",51,"2010","F","Otras","S/R"
"Campeche",56,"2010","F","Otras","2"
"Coahuila",157,"2010","F","Otras","3"
"Colima",4780,"2010","F","Otras","31"
"Chiapas",182,"2010","F","Otras","7"
"Chihuahua",213,"2010","F","Otras","11"
"Distrito Federal",308,"2010","F","Otras","10"
"Durango",3517,"2010","F","Otras","7"
"Guanajuato",16023,"2010","F","Otras","2909"
"Guerrero",24296,"2010","F","Otras","4"
"Hidalgo",102,"2010","F","Otras","2"
"Jalisco",25667,"2010","F","Otras","2540"
"México",4315,"2010","F","Otras","169"
"Michoacán",16111,"2010","F","Otras","S/R"
"Morelos",15722,"2010","F","Otras","S/R"
"Nayarit",6156,"2010","F","Otras","0"
"Nuevo León",116,"2010","F","Otras","4"
"Oaxaca",3122,"2010","F","Otras","2"
"Puebla",8517,"2010","F","Otras","26"
"Querétaro",2643,"2010","F","Otras","43"
"Quintana Roo",117,"2010","F","Otras","S/R"
"San Luis Potosí",149,"2010","F","Otras","2"
"Sinaloa",4827,"2010","F","Otras","363"
"Sonora",2528,"2010","F","Otras","153"
"Tabasco",37,"2010","F","Otras","1"
"Tamaulipas",169,"2010","F","Otras","1"
"Tlaxcala",35,"2010","F","Otras","0"
"Veracruz",135,"2010","F","Otras","0"
"Yucatán",41,"2010","F","Otras","2"
"Zacatecas",1948,"2010","F","Otras","3"
"Aguascalientes",1105,"2011","F","Salud","1040"
"Baja California",67,"2011","F","Salud","19"
"Baja California Sur",69,"2011","F","Salud","47"
"Campeche",59,"2011","F","Salud","29"
"Coahuila",109,"2011","F","Salud","32"
"Colima",5265,"2011","F","Salud","3708"
"Chiapas",208,"2011","F","Salud","77"
"Chihuahua",266,"2011","F","Salud","95"
"Distrito Federal",291,"2011","F","Salud","215"
"Durango",4033,"2011","F","Salud","3473"
"Guanajuato",16543,"2011","F","Salud","13080"
"Guerrero",26066,"2011","F","Salud","21994"
"Hidalgo",139,"2011","F","Salud","114"
"Jalisco",25788,"2011","F","Salud","18155"
"México",5029,"2011","F","Salud","4732"
"Michoacán",16185,"2011","F","Salud","7891"
"Morelos",18389,"2011","F","Salud","15150"
"Nayarit",6283,"2011","F","Salud","3856"
"Nuevo León",123,"2011","F","Salud","32"
"Oaxaca",3037,"2011","F","Salud","1645"
"Puebla",8039,"2011","F","Salud","5482"
"Querétaro",3052,"2011","F","Salud","1199"
"Quintana Roo",135,"2011","F","Salud","50"
"San Luis Potosí",148,"2011","F","Salud","78"
"Sinaloa",5283,"2011","F","Salud","2259"
"Sonora",3420,"2011","F","Salud","2143"
"Tabasco",37,"2011","F","Salud","15"
"Tamaulipas",205,"2011","F","Salud","114"
"Tlaxcala",38,"2011","F","Salud","30"
"Veracruz",153,"2011","F","Salud","70"
"Yucatán",45,"2011","F","Salud","1"
"Zacatecas",1877,"2011","F","Salud","1325"
"Aguascalientes",1105,"2011","F","IMSS-Ord","64"
"Baja California",67,"2011","F","IMSS-Ord","36"
"Baja California Sur",69,"2011","F","IMSS-Ord","18"
"Campeche",59,"2011","F","IMSS-Ord","12"
"Coahuila",109,"2011","F","IMSS-Ord","73"
"Colima",5265,"2011","F","IMSS-Ord","1456"
"Chiapas",208,"2011","F","IMSS-Ord","88"
"Chihuahua",266,"2011","F","IMSS-Ord","58"
"Distrito Federal",291,"2011","F","IMSS-Ord","12"
"Durango",4033,"2011","F","IMSS-Ord","70"
"Guanajuato",16543,"2011","F","IMSS-Ord","588"
"Guerrero",26066,"2011","F","IMSS-Ord","3218"
"Hidalgo",139,"2011","F","IMSS-Ord","2"
"Jalisco",25788,"2011","F","IMSS-Ord","4541"
"México",5029,"2011","F","IMSS-Ord","45"
"Michoacán",16185,"2011","F","IMSS-Ord","3145"
"Morelos",18389,"2011","F","IMSS-Ord","2577"
"Nayarit",6283,"2011","F","IMSS-Ord","800"
"Nuevo León",123,"2011","F","IMSS-Ord","74"
"Oaxaca",3037,"2011","F","IMSS-Ord","105"
"Puebla",8039,"2011","F","IMSS-Ord","509"
"Querétaro",3052,"2011","F","IMSS-Ord","1730"
"Quintana Roo",135,"2011","F","IMSS-Ord","54"
"San Luis Potosí",148,"2011","F","IMSS-Ord","22"
"Sinaloa",5283,"2011","F","IMSS-Ord","1293"
"Sonora",3420,"2011","F","IMSS-Ord","1040"
"Tabasco",37,"2011","F","IMSS-Ord","14"
"Tamaulipas",205,"2011","F","IMSS-Ord","63"
"Tlaxcala",38,"2011","F","IMSS-Ord","8"
"Veracruz",153,"2011","F","IMSS-Ord","43"
"Yucatán",45,"2011","F","IMSS-Ord","16"
"Zacatecas",1877,"2011","F","IMSS-Ord","43"
"Aguascalientes",1105,"2011","F","ISSSTE","1"
"Baja California",67,"2011","F","ISSSTE","1"
"Baja California Sur",69,"2011","F","ISSSTE","4"
"Campeche",59,"2011","F","ISSSTE","11"
"Coahuila",109,"2011","F","ISSSTE","0"
"Colima",5265,"2011","F","ISSSTE","28"
"Chiapas",208,"2011","F","ISSSTE","25"
"Chihuahua",266,"2011","F","ISSSTE","3"
"Distrito Federal",291,"2011","F","ISSSTE","32"
"Durango",4033,"2011","F","ISSSTE","4"
"Guanajuato",16543,"2011","F","ISSSTE","224"
"Guerrero",26066,"2011","F","ISSSTE","782"
"Hidalgo",139,"2011","F","ISSSTE","0"
"Jalisco",25788,"2011","F","ISSSTE","70"
"México",5029,"2011","F","ISSSTE","6"
"Michoacán",16185,"2011","F","ISSSTE","375"
"Morelos",18389,"2011","F","ISSSTE","631"
"Nayarit",6283,"2011","F","ISSSTE","116"
"Nuevo León",123,"2011","F","ISSSTE","0"
"Oaxaca",3037,"2011","F","ISSSTE","89"
"Puebla",8039,"2011","F","ISSSTE","27"
"Querétaro",3052,"2011","F","ISSSTE","75"
"Quintana Roo",135,"2011","F","ISSSTE","28"
"San Luis Potosí",148,"2011","F","ISSSTE","5"
"Sinaloa",5283,"2011","F","ISSSTE","117"
"Sonora",3420,"2011","F","ISSSTE","110"
"Tabasco",37,"2011","F","ISSSTE","1"
"Tamaulipas",205,"2011","F","ISSSTE","0"
"Tlaxcala",38,"2011","F","ISSSTE","0"
"Veracruz",153,"2011","F","ISSSTE","2"
"Yucatán",45,"2011","F","ISSSTE","4"
"Zacatecas",1877,"2011","F","ISSSTE","3"
"Aguascalientes",1105,"2011","F","IMSS-Op","S.R."
"Baja California",67,"2011","F","IMSS-Op","9"
"Baja California Sur",69,"2011","F","IMSS-Op","S.R."
"Campeche",59,"2011","F","IMSS-Op","3"
"Coahuila",109,"2011","F","IMSS-Op","4"
"Colima",5265,"2011","F","IMSS-Op","S.R."
"Chiapas",208,"2011","F","IMSS-Op","14"
"Chihuahua",266,"2011","F","IMSS-Op","74"
"Distrito Federal",291,"2011","F","IMSS-Op","1"
"Durango",4033,"2011","F","IMSS-Op","485"
"Guanajuato",16543,"2011","F","IMSS-Op","0"
"Guerrero",26066,"2011","F","IMSS-Op","1"
"Hidalgo",139,"2011","F","IMSS-Op","23"
"Jalisco",25788,"2011","F","IMSS-Op","1"
"México",5029,"2011","F","IMSS-Op","2"
"Michoacán",16185,"2011","F","IMSS-Op","4743"
"Morelos",18389,"2011","F","IMSS-Op","1"
"Nayarit",6283,"2011","F","IMSS-Op","1502"
"Nuevo León",123,"2011","F","IMSS-Op","0"
"Oaxaca",3037,"2011","F","IMSS-Op","1189"
"Puebla",8039,"2011","F","IMSS-Op","1986"
"Querétaro",3052,"2011","F","IMSS-Op","0"
"Quintana Roo",135,"2011","F","IMSS-Op","S.R."
"San Luis Potosí",148,"2011","F","IMSS-Op","32"
"Sinaloa",5283,"2011","F","IMSS-Op","1279"
"Sonora",3420,"2011","F","IMSS-Op","0"
"Tabasco",37,"2011","F","IMSS-Op","S.R."
"Tamaulipas",205,"2011","F","IMSS-Op","25"
"Tlaxcala",38,"2011","F","IMSS-Op","0"
"Veracruz",153,"2011","F","IMSS-Op","29"
"Yucatán",45,"2011","F","IMSS-Op","16"
"Zacatecas",1877,"2011","F","IMSS-Op","506"
"Aguascalientes",1105,"2011","F","DIF","0"
"Baja California",67,"2011","F","DIF","S.R."
"Baja California Sur",69,"2011","F","DIF","S.R."
