"Estado","a�o","sexo","cortes.edad","numerocasos"
"Aguascalientes","2013","F","Ign.",0
"Baja California","2013","F","Ign.",0
"Baja California Sur","2013","F","Ign.",0
"Campeche","2013","F","Ign.",0
"Coahuila","2013","F","Ign.",0
"Colima","2013","F","Ign.",2
"Chiapas","2013","F","Ign.",0
"Chihuahua","2013","F","Ign.",0
"Distrito Federal","2013","F","Ign.",0
"Durango","2013","F","Ign.",0
"Guanajuato","2013","F","Ign.",9
"Guerrero","2013","F","Ign.",18
"Hidalgo","2013","F","Ign.",0
"Jalisco","2013","F","Ign.",30
"México","2013","F","Ign.",128
"Michoacán","2013","F","Ign.",61
"Morelos","2013","F","Ign.",26
"Nayarit","2013","F","Ign.",52
"Nuevo León","2013","F","Ign.",0
"Oaxaca","2013","F","Ign.",4
"Puebla","2013","F","Ign.",2
"Querétaro","2013","F","Ign.",0
"Quintana Roo","2013","F","Ign.",1
"San Luis Potosí","2013","F","Ign.",0
"Sinaloa","2013","F","Ign.",5
"Sonora","2013","F","Ign.",3
"Tabasco","2013","F","Ign.",0
"Tamaulipas","2013","F","Ign.",1
"Tlaxcala","2013","F","Ign.",0
"Veracruz","2013","F","Ign.",0
"Yucatán","2013","F","Ign.",0
"Zacatecas","2013","F","Ign.",0
"Aguascalientes","2013","F","Total",1040
"Baja California","2013","F","Total",89
"Baja California Sur","2013","F","Total",37
"Campeche","2013","F","Total",46
"Coahuila","2013","F","Total",125
"Colima","2013","F","Total",5144
"Chiapas","2013","F","Total",213
"Chihuahua","2013","F","Total",216
"Distrito Federal","2013","F","Total",297
"Durango","2013","F","Total",4958
"Guanajuato","2013","F","Total",18304
"Guerrero","2013","F","Total",30627
"Hidalgo","2013","F","Total",142
"Jalisco","2013","F","Total",26769
"México","2013","F","Total",6058
"Michoacán","2013","F","Total",18237
"Morelos","2013","F","Total",16562
"Nayarit","2013","F","Total",7550
"Nuevo León","2013","F","Total",111
"Oaxaca","2013","F","Total",3234
"Puebla","2013","F","Total",7003
"Querétaro","2013","F","Total",3137
"Quintana Roo","2013","F","Total",75
"San Luis Potosí","2013","F","Total",237
"Sinaloa","2013","F","Total",5758
"Sonora","2013","F","Total",3525
"Tabasco","2013","F","Total",22
"Tamaulipas","2013","F","Total",299
"Tlaxcala","2013","F","Total",29
"Veracruz","2013","F","Total",137
"Yucatán","2013","F","Total",28
"Zacatecas","2013","F","Total",2120
"Aguascalientes","2003","M","<1",7
"Baja California","2003","M","<1",1
"Baja California Sur","2003","M","<1",0
"Campeche","2003","M","<1",0
"Coahuila","2003","M","<1",1
"Colima","2003","M","<1",35
"Chiapas","2003","M","<1",2
"Chihuahua","2003","M","<1",11
"Distrito Federal","2003","M","<1",1
"Durango","2003","M","<1",15
"Guanajuato","2003","M","<1",106
"Guerrero","2003","M","<1",155
"Hidalgo","2003","M","<1",2
"Jalisco","2003","M","<1",212
"México","2003","M","<1",64
"Michoacán","2003","M","<1",151
"Morelos","2003","M","<1",162
"Nayarit","2003","M","<1",71
"Nuevo León","2003","M","<1",1
"Oaxaca","2003","M","<1",16
"Puebla","2003","M","<1",41
"Querétaro","2003","M","<1",43
"Quintana Roo","2003","M","<1",1
"San Luis Potosi","2003","M","<1",0
"Sinaloa","2003","M","<1",58
"Sonora","2003","M","<1",604
"Tabasco","2003","M","<1",0
"Tamaulipas","2003","M","<1",2
"Tlaxcala","2003","M","<1",0
"Veracruz","2003","M","<1",4
"Yucatán","2003","M","<1",0
"Zacatecas","2003","M","<1",8
"Aguascalientes","2003","M","1-4",76
"Baja California","2003","M","1-4",6
"Baja California Sur","2003","M","1-4",5
"Campeche","2003","M","1-4",6
"Coahuila","2003","M","1-4",4
"Colima","2003","M","1-4",340
"Chiapas","2003","M","1-4",13
"Chihuahua","2003","M","1-4",35
"Distrito Federal","2003","M","1-4",8
"Durango","2003","M","1-4",206
"Guanajuato","2003","M","1-4",1116
"Guerrero","2003","M","1-4",1461
"Hidalgo","2003","M","1-4",6
"Jalisco","2003","M","1-4",2431
"México","2003","M","1-4",440
"Michoacán","2003","M","1-4",1552
"Morelos","2003","M","1-4",1667
"Nayarit","2003","M","1-4",659
"Nuevo León","2003","M","1-4",13
"Oaxaca","2003","M","1-4",193
"Puebla","2003","M","1-4",708
"Querétaro","2003","M","1-4",242
"Quintana Roo","2003","M","1-4",3
"San Luis Potosi","2003","M","1-4",10
"Sinaloa","2003","M","1-4",436
"Sonora","2003","M","1-4",1086
"Tabasco","2003","M","1-4",1
"Tamaulipas","2003","M","1-4",19
"Tlaxcala","2003","M","1-4",2
"Veracruz","2003","M","1-4",13
"Yucatán","2003","M","1-4",6
"Zacatecas","2003","M","1-4",119
"Aguascalientes","2003","M","5-9",118
"Baja California","2003","M","5-9",2
"Baja California Sur","2003","M","5-9",2
"Campeche","2003","M","5-9",1
"Coahuila","2003","M","5-9",5
"Colima","2003","M","5-9",459
"Chiapas","2003","M","5-9",10
"Chihuahua","2003","M","5-9",28
"Distrito Federal","2003","M","5-9",19
"Durango","2003","M","5-9",294
"Guanajuato","2003","M","5-9",1351
"Guerrero","2003","M","5-9",1807
"Hidalgo","2003","M","5-9",25
"Jalisco","2003","M","5-9",2897
"México","2003","M","5-9",522
"Michoacán","2003","M","5-9",1915
"Morelos","2003","M","5-9",1807
"Nayarit","2003","M","5-9",853
"Nuevo León","2003","M","5-9",32
"Oaxaca","2003","M","5-9",271
"Puebla","2003","M","5-9",965
"Querétaro","2003","M","5-9",244
"Quintana Roo","2003","M","5-9",4
"San Luis Potosi","2003","M","5-9",16
"Sinaloa","2003","M","5-9",445
"Sonora","2003","M","5-9",497
"Tabasco","2003","M","5-9",1
"Tamaulipas","2003","M","5-9",23
"Tlaxcala","2003","M","5-9",1
"Veracruz","2003","M","5-9",8
"Yucatán","2003","M","5-9",2
"Zacatecas","2003","M","5-9",157
"Aguascalientes","2003","M","10 - 14",134
"Baja California","2003","M","10 - 14",2
"Baja California Sur","2003","M","10 - 14",5
"Campeche","2003","M","10 - 14",0
"Coahuila","2003","M","10 - 14",3
"Colima","2003","M","10 - 14",677
"Chiapas","2003","M","10 - 14",6
"Chihuahua","2003","M","10 - 14",27
"Distrito Federal","2003","M","10 - 14",17
"Durango","2003","M","10 - 14",357
"Guanajuato","2003","M","10 - 14",1564
"Guerrero","2003","M","10 - 14",1906
"Hidalgo","2003","M","10 - 14",10
"Jalisco","2003","M","10 - 14",3401
"México","2003","M","10 - 14",495
"Michoacán","2003","M","10 - 14",2278
"Morelos","2003","M","10 - 14",2145
"Nayarit","2003","M","10 - 14",1117
"Nuevo León","2003","M","10 - 14",37
"Oaxaca","2003","M","10 - 14",301
"Puebla","2003","M","10 - 14",1205
"Querétaro","2003","M","10 - 14",273
"Quintana Roo","2003","M","10 - 14",6
"San Luis Potosi","2003","M","10 - 14",18
"Sinaloa","2003","M","10 - 14",425
"Sonora","2003","M","10 - 14",394
"Tabasco","2003","M","10 - 14",2
"Tamaulipas","2003","M","10 - 14",24
"Tlaxcala","2003","M","10 - 14",2
"Veracruz","2003","M","10 - 14",15
"Yucatán","2003","M","10 - 14",2
"Zacatecas","2003","M","10 - 14",217
"Aguascalientes","2003","M","15 - 19",104
"Baja California","2003","M","15 - 19",2
"Baja California Sur","2003","M","15 - 19",2
"Campeche","2003","M","15 - 19",2
"Coahuila","2003","M","15 - 19",3
"Colima","2003","M","15 - 19",706
"Chiapas","2003","M","15 - 19",7
"Chihuahua","2003","M","15 - 19",18
"Distrito Federal","2003","M","15 - 19",17
"Durango","2003","M","15 - 19",359
"Guanajuato","2003","M","15 - 19",1490
"Guerrero","2003","M","15 - 19",1460
"Hidalgo","2003","M","15 - 19",14
"Jalisco","2003","M","15 - 19",3182
"México","2003","M","15 - 19",297
"Michoacán","2003","M","15 - 19",1811
"Morelos","2003","M","15 - 19",1703
"Nayarit","2003","M","15 - 19",1072
"Nuevo León","2003","M","15 - 19",27
"Oaxaca","2003","M","15 - 19",206
"Puebla","2003","M","15 - 19",931
"Querétaro","2003","M","15 - 19",194
"Quintana Roo","2003","M","15 - 19",2
"San Luis Potosi","2003","M","15 - 19",12
"Sinaloa","2003","M","15 - 19",331
"Sonora","2003","M","15 - 19",223
"Tabasco","2003","M","15 - 19",2
"Tamaulipas","2003","M","15 - 19",23
"Tlaxcala","2003","M","15 - 19",3
"Veracruz","2003","M","15 - 19",7
"Yucatán","2003","M","15 - 19",2
"Zacatecas","2003","M","15 - 19",227
"Aguascalientes","2003","M","20 - 24",64
"Baja California","2003","M","20 - 24",1
"Baja California Sur","2003","M","20 - 24",5
"Campeche","2003","M","20 - 24",0
"Coahuila","2003","M","20 - 24",5
"Colima","2003","M","20 - 24",600
"Chiapas","2003","M","20 - 24",6
"Chihuahua","2003","M","20 - 24",13
"Distrito Federal","2003","M","20 - 24",17
"Durango","2003","M","20 - 24",287
"Guanajuato","2003","M","20 - 24",1218
"Guerrero","2003","M","20 - 24",1056
"Hidalgo","2003","M","20 - 24",8
"Jalisco","2003","M","20 - 24",2319
"México","2003","M","20 - 24",175
"Michoacán","2003","M","20 - 24",1195
"Morelos","2003","M","20 - 24",1476
"Nayarit","2003","M","20 - 24",813
"Nuevo León","2003","M","20 - 24",36
"Oaxaca","2003","M","20 - 24",134
"Puebla","2003","M","20 - 24",569
"Querétaro","2003","M","20 - 24",246
"Quintana Roo","2003","M","20 - 24",5
"San Luis Potosi","2003","M","20 - 24",14
"Sinaloa","2003","M","20 - 24",252
"Sonora","2003","M","20 - 24",264
"Tabasco","2003","M","20 - 24",3
"Tamaulipas","2003","M","20 - 24",32
"Tlaxcala","2003","M","20 - 24",2
"Veracruz","2003","M","20 - 24",9
"Yucatán","2003","M","20 - 24",2
"Zacatecas","2003","M","20 - 24",126
"Aguascalientes","2003","M","25 - 44",155
"Baja California","2003","M","25 - 44",10
"Baja California Sur","2003","M","25 - 44",14
"Campeche","2003","M","25 - 44",4
"Coahuila","2003","M","25 - 44",12
"Colima","2003","M","25 - 44",1653
"Chiapas","2003","M","25 - 44",26
"Chihuahua","2003","M","25 - 44",37
"Distrito Federal","2003","M","25 - 44",37
"Durango","2003","M","25 - 44",727
"Guanajuato","2003","M","25 - 44",2712
"Guerrero","2003","M","25 - 44",2331
"Hidalgo","2003","M","25 - 44",29
"Jalisco","2003","M","25 - 44",6018
"México","2003","M","25 - 44",482
"Michoacán","2003","M","25 - 44",2987
"Morelos","2003","M","25 - 44",3537
"Nayarit","2003","M","25 - 44",2063
"Nuevo León","2003","M","25 - 44",55
"Oaxaca","2003","M","25 - 44",343
"Puebla","2003","M","25 - 44",1446
"Querétaro","2003","M","25 - 44",585
"Quintana Roo","2003","M","25 - 44",8
"San Luis Potosi","2003","M","25 - 44",24
"Sinaloa","2003","M","25 - 44",715
"Sonora","2003","M","25 - 44",813
"Tabasco","2003","M","25 - 44",6
"Tamaulipas","2003","M","25 - 44",70
"Tlaxcala","2003","M","25 - 44",6
"Veracruz","2003","M","25 - 44",22
"Yucatán","2003","M","25 - 44",2
"Zacatecas","2003","M","25 - 44",315
"Aguascalientes","2003","M","45 - 49",23
"Baja California","2003","M","45 - 49",1
"Baja California Sur","2003","M","45 - 49",2
"Campeche","2003","M","45 - 49",1
"Coahuila","2003","M","45 - 49",0
"Colima","2003","M","45 - 49",281
"Chiapas","2003","M","45 - 49",4
"Chihuahua","2003","M","45 - 49",16
"Distrito Federal","2003","M","45 - 49",6
"Durango","2003","M","45 - 49",150
"Guanajuato","2003","M","45 - 49",488
"Guerrero","2003","M","45 - 49",513
"Hidalgo","2003","M","45 - 49",5
"Jalisco","2003","M","45 - 49",925
"México","2003","M","45 - 49",101
"Michoacán","2003","M","45 - 49",554
"Morelos","2003","M","45 - 49",752
"Nayarit","2003","M","45 - 49",399
"Nuevo León","2003","M","45 - 49",14
"Oaxaca","2003","M","45 - 49",76
"Puebla","2003","M","45 - 49",359
"Querétaro","2003","M","45 - 49",58
"Quintana Roo","2003","M","45 - 49",3
"San Luis Potosi","2003","M","45 - 49",5
"Sinaloa","2003","M","45 - 49",156
"Sonora","2003","M","45 - 49",121
"Tabasco","2003","M","45 - 49",1
"Tamaulipas","2003","M","45 - 49",12
"Tlaxcala","2003","M","45 - 49",1
"Veracruz","2003","M","45 - 49",6
"Yucatán","2003","M","45 - 49",2
"Zacatecas","2003","M","45 - 49",48
"Aguascalientes","2003","M","50 - 59",57
"Baja California","2003","M","50 - 59",1
"Baja California Sur","2003","M","50 - 59",4
"Campeche","2003","M","50 - 59",0
"Coahuila","2003","M","50 - 59",1
"Colima","2003","M","50 - 59",394
"Chiapas","2003","M","50 - 59",4
"Chihuahua","2003","M","50 - 59",9
"Distrito Federal","2003","M","50 - 59",6
"Durango","2003","M","50 - 59",174
"Guanajuato","2003","M","50 - 59",531
"Guerrero","2003","M","50 - 59",665
"Hidalgo","2003","M","50 - 59",5
"Jalisco","2003","M","50 - 59",1571
"México","2003","M","50 - 59",119
"Michoacán","2003","M","50 - 59",776
"Morelos","2003","M","50 - 59",1008
"Nayarit","2003","M","50 - 59",539
"Nuevo León","2003","M","50 - 59",3
"Oaxaca","2003","M","50 - 59",119
"Puebla","2003","M","50 - 59",517
"Querétaro","2003","M","50 - 59",98
"Quintana Roo","2003","M","50 - 59",3
"San Luis Potosi","2003","M","50 - 59",8
"Sinaloa","2003","M","50 - 59",191
"Sonora","2003","M","50 - 59",246
"Tabasco","2003","M","50 - 59",0
"Tamaulipas","2003","M","50 - 59",14
"Tlaxcala","2003","M","50 - 59",0
"Veracruz","2003","M","50 - 59",7
"Yucatán","2003","M","50 - 59",3
"Zacatecas","2003","M","50 - 59",96
"Aguascalientes","2003","M","60 - 64",23
"Baja California","2003","M","60 - 64",1
"Baja California Sur","2003","M","60 - 64",0
"Campeche","2003","M","60 - 64",0
"Coahuila","2003","M","60 - 64",0
"Colima","2003","M","60 - 64",159
"Chiapas","2003","M","60 - 64",2
"Chihuahua","2003","M","60 - 64",8
"Distrito Federal","2003","M","60 - 64",0
"Durango","2003","M","60 - 64",86
"Guanajuato","2003","M","60 - 64",237
"Guerrero","2003","M","60 - 64",340
"Hidalgo","2003","M","60 - 64",3
"Jalisco","2003","M","60 - 64",712
"México","2003","M","60 - 64",55
"Michoacán","2003","M","60 - 64",343
"Morelos","2003","M","60 - 64",528
"Nayarit","2003","M","60 - 64",261
"Nuevo León","2003","M","60 - 64",2
"Oaxaca","2003","M","60 - 64",60
"Puebla","2003","M","60 - 64",237
"Querétaro","2003","M","60 - 64",40
"Quintana Roo","2003","M","60 - 64",0
"San Luis Potosi","2003","M","60 - 64",4
"Sinaloa","2003","M","60 - 64",117
"Sonora","2003","M","60 - 64",103
"Tabasco","2003","M","60 - 64",0
"Tamaulipas","2003","M","60 - 64",2
"Tlaxcala","2003","M","60 - 64",0
"Veracruz","2003","M","60 - 64",3
"Yucatán","2003","M","60 - 64",2
"Zacatecas","2003","M","60 - 64",43
"Aguascalientes","2003","M","65 y +",54
"Baja California","2003","M","65 y +",0
"Baja California Sur","2003","M","65 y +",1
"Campeche","2003","M","65 y +",0
"Coahuila","2003","M","65 y +",0
"Colima","2003","M","65 y +",301
"Chiapas","2003","M","65 y +",5
"Chihuahua","2003","M","65 y +",8
"Distrito Federal","2003","M","65 y +",1
"Durango","2003","M","65 y +",147
"Guanajuato","2003","M","65 y +",474
"Guerrero","2003","M","65 y +",622
"Hidalgo","2003","M","65 y +",13
"Jalisco","2003","M","65 y +",1371
"México","2003","M","65 y +",101
"Michoacán","2003","M","65 y +",840
"Morelos","2003","M","65 y +",1005
"Nayarit","2003","M","65 y +",565
"Nuevo León","2003","M","65 y +",3
"Oaxaca","2003","M","65 y +",159
"Puebla","2003","M","65 y +",611
"Querétaro","2003","M","65 y +",94
"Quintana Roo","2003","M","65 y +",1
"San Luis Potosi","2003","M","65 y +",9
"Sinaloa","2003","M","65 y +",233
"Sonora","2003","M","65 y +",360
"Tabasco","2003","M","65 y +",0
"Tamaulipas","2003","M","65 y +",7
"Tlaxcala","2003","M","65 y +",0
"Veracruz","2003","M","65 y +",10
"Yucatán","2003","M","65 y +",0
"Zacatecas","2003","M","65 y +",122
"Aguascalientes","2003","M","Ign.",0
"Baja California","2003","M","Ign.",0
"Baja California Sur","2003","M","Ign.",0
"Campeche","2003","M","Ign.",0
"Coahuila","2003","M","Ign.",0
"Colima","2003","M","Ign.",22
"Chiapas","2003","M","Ign.",0
"Chihuahua","2003","M","Ign.",1
"Distrito Federal","2003","M","Ign.",0
"Durango","2003","M","Ign.",2
"Guanajuato","2003","M","Ign.",13
"Guerrero","2003","M","Ign.",8
"Hidalgo","2003","M","Ign.",0
"Jalisco","2003","M","Ign.",37
"México","2003","M","Ign.",1
"Michoacán","2003","M","Ign.",8
"Morelos","2003","M","Ign.",29
"Nayarit","2003","M","Ign.",5
"Nuevo León","2003","M","Ign.",0
"Oaxaca","2003","M","Ign.",4
"Puebla","2003","M","Ign.",5
"Querétaro","2003","M","Ign.",1
"Quintana Roo","2003","M","Ign.",0
"San Luis Potosi","2003","M","Ign.",0
"Sinaloa","2003","M","Ign.",5
"Sonora","2003","M","Ign.",0
"Tabasco","2003","M","Ign.",0
"Tamaulipas","2003","M","Ign.",1
"Tlaxcala","2003","M","Ign.",0
"Veracruz","2003","M","Ign.",0
"Yucatán","2003","M","Ign.",0
"Zacatecas","2003","M","Ign.",4
"Aguascalientes","2003","M","Total",815
"Baja California","2003","M","Total",27
"Baja California Sur","2003","M","Total",40
"Campeche","2003","M","Total",14
"Coahuila","2003","M","Total",34
"Colima","2003","M","Total",5627
"Chiapas","2003","M","Total",85
"Chihuahua","2003","M","Total",211
"Distrito Federal","2003","M","Total",129
"Durango","2003","M","Total",2804
"Guanajuato","2003","M","Total",11300
"Guerrero","2003","M","Total",12324
"Hidalgo","2003","M","Total",120
"Jalisco","2003","M","Total",25076
"México","2003","M","Total",2852
"Michoacán","2003","M","Total",14410
"Morelos","2003","M","Total",15819
"Nayarit","2003","M","Total",8417
"Nuevo León","2003","M","Total",223
"Oaxaca","2003","M","Total",1882
"Puebla","2003","M","Total",7594
"Querétaro","2003","M","Total",2118
"Quintana Roo","2003","M","Total",36
"San Luis Potosi","2003","M","Total",120
"Sinaloa","2003","M","Total",3364
"Sonora","2003","M","Total",4711
"Tabasco","2003","M","Total",16
"Tamaulipas","2003","M","Total",229
"Tlaxcala","2003","M","Total",17
"Veracruz","2003","M","Total",104
"Yucatán","2003","M","Total",23
"Zacatecas","2003","M","Total",1482
"Aguascalientes","2004","M","<1",11
"Baja California","2004","M","<1",6
"Baja California Sur","2004","M","<1",2
"Campeche","2004","M","<1",1
"Coahuila","2004","M","<1",3
"Colima","2004","M","<1",27
"Chiapas","2004","M","<1",2
"Chihuahua","2004","M","<1",4
"Distrito Federal","2004","M","<1",0
"Durango","2004","M","<1",5
"Guanajuato","2004","M","<1",103
"Guerrero","2004","M","<1",161
"Hidalgo","2004","M","<1",2
"Jalisco","2004","M","<1",244
"México","2004","M","<1",38
"Michoacán","2004","M","<1",223
"Morelos","2004","M","<1",156
"Nayarit","2004","M","<1",71
"Nuevo León","2004","M","<1",1
"Oaxaca","2004","M","<1",11
"Puebla","2004","M","<1",50
"Querétaro","2004","M","<1",39
"Quintana Roo","2004","M","<1",0
"San Luis Potosí","2004","M","<1",2
"Sinaloa","2004","M","<1",48
"Sonora","2004","M","<1",45
"Tabasco","2004","M","<1",0
"Tamaulipas","2004","M","<1",1
"Tlaxcala","2004","M","<1",0
"Veracruz","2004","M","<1",1
"Yucatán","2004","M","<1",0
"Zacatecas","2004","M","<1",6
"Aguascalientes","2004","M","1-4",178
"Baja California","2004","M","1-4",5
"Baja California Sur","2004","M","1-4",4
"Campeche","2004","M","1-4",2
"Coahuila","2004","M","1-4",5
"Colima","2004","M","1-4",348
"Chiapas","2004","M","1-4",11
"Chihuahua","2004","M","1-4",20
"Distrito Federal","2004","M","1-4",13
"Durango","2004","M","1-4",203
"Guanajuato","2004","M","1-4",1056
"Guerrero","2004","M","1-4",1707
"Hidalgo","2004","M","1-4",6
"Jalisco","2004","M","1-4",2306
"México","2004","M","1-4",355
"Michoacán","2004","M","1-4",1305
"Morelos","2004","M","1-4",1380
"Nayarit","2004","M","1-4",610
"Nuevo León","2004","M","1-4",6
"Oaxaca","2004","M","1-4",164
"Puebla","2004","M","1-4",586
"Querétaro","2004","M","1-4",204
"Quintana Roo","2004","M","1-4",4
"San Luis Potosí","2004","M","1-4",15
"Sinaloa","2004","M","1-4",396
"Sonora","2004","M","1-4",362
"Tabasco","2004","M","1-4",2
"Tamaulipas","2004","M","1-4",12
"Tlaxcala","2004","M","1-4",3
"Veracruz","2004","M","1-4",6
"Yucatán","2004","M","1-4",1
"Zacatecas","2004","M","1-4",114
"Aguascalientes","2004","M","5-9",298
"Baja California","2004","M","5-9",5
"Baja California Sur","2004","M","5-9",7
"Campeche","2004","M","5-9",2
"Coahuila","2004","M","5-9",7
"Colima","2004","M","5-9",469
"Chiapas","2004","M","5-9",14
"Chihuahua","2004","M","5-9",26
"Distrito Federal","2004","M","5-9",25
"Durango","2004","M","5-9",278
"Guanajuato","2004","M","5-9",1243
"Guerrero","2004","M","5-9",2081
"Hidalgo","2004","M","5-9",16
"Jalisco","2004","M","5-9",2693
"México","2004","M","5-9",476
"Michoacán","2004","M","5-9",1717
"Morelos","2004","M","5-9",1614
"Nayarit","2004","M","5-9",828
"Nuevo León","2004","M","5-9",11
"Oaxaca","2004","M","5-9",239
"Puebla","2004","M","5-9",846
"Querétaro","2004","M","5-9",157
"Quintana Roo","2004","M","5-9",10
"San Luis Potosí","2004","M","5-9",12
"Sinaloa","2004","M","5-9",457
"Sonora","2004","M","5-9",332
"Tabasco","2004","M","5-9",1
"Tamaulipas","2004","M","5-9",10
"Tlaxcala","2004","M","5-9",0
"Veracruz","2004","M","5-9",6
"Yucatán","2004","M","5-9",0
